name	desc	leng
TIGR02552	LcrH_SycD: type III secretion low calcium response chaperone LcrH/SycD	136
TIGR02553	SipD_IpaD_SspD: type III effector protein IpaD/SipD/SspD	317
TIGR02554	PrgH: type III secretion apparatus protein PrgH/EprH	389
TIGR02555	OrgA_MxiK: type III secretion apparatus protein OrgA/MxiK	185
TIGR02556	cas_TM1802: CRISPR-associated protein, TM1802 family	571
TIGR02557	HpaP: type III secretion protein HpaP	204
TIGR02558	HrpB2: type III secretion protein HrpB2	124
TIGR02559	HrpB7: type III secretion protein HrpB7	158
TIGR02560	HrpB4: type III secretion protein HrpB4	220
TIGR02561	HrpB1_HrpK: type III secretion protein HrpB1/HrpK	183
TIGR02562	cas3_yersinia: CRISPR-associated helicase Cas3, subtype I-F/YPEST	1110
TIGR02563	cas_Csy4: CRISPR-associated protein Cas6/Csy4, subtype I-F/YPEST	184
TIGR02564	cas_Csy1: CRISPR type I-F/YPEST-associated protein Csy1	385
TIGR02565	cas_Csy2: CRISPR type I-F/YPEST-associated protein Csy2	296
TIGR02566	cas_Csy3: CRISPR type I-F/YPEST-associated protein Csy3	341
TIGR02567	YscW: type III secretion system chaperone YscW	124
TIGR02568	LcrE: type III secretion regulator YopN/LcrE/InvE/MxiC	241
TIGR02569	TIGR02569_actnb: TIGR02569 family protein	272
TIGR02570	cas_GSU0053: CRISPR-associated protein GSU0053/csb1, Dpsyc system	178
TIGR02571	ComEB: ComE operon protein 2	151
TIGR02572	LcrR: type III secretion system regulator LcrR	139
TIGR02573	LcrG_PcrG: type III secretion protein LcrG	90
TIGR02574	stabl_TIGR02574: putative addiction module component, TIGR02574 family	65
TIGR02577	cas_TM1794_Cmr2: CRISPR-associated protein Cas10/Cmr2, subtype III-B	510
TIGR02578	cas_TM1811_Csm1: CRISPR-associated protein Cas10/Csm1, subtype III-A/MTUBE	650
TIGR02579	cas_csx3: CRISPR-associated protein, Csx3 family	83
TIGR02580	cas_RAMP_Cmr4: CRISPR type III-B/RAMP module RAMP protein Cmr4	283
TIGR02581	cas_cyan_RAMP: CRISPR-associated RAMP protein, SSO1426 family	216
TIGR02582	cas_TM1809: CRISPR type III-A/MTUBE-associated RAMP protein Csm3	203
TIGR02583	DevR_archaea: CRISPR-associated protein Cas7/Csa2, subtype I-A/APERN	284
TIGR02584	cas_NE0113: CRISPR-associated protein, NE0113 family	209
TIGR02585	cas_Cst2_DevR: CRISPR-associated protein Cas7/Cst2/DevR, subtype I-B/TNEAP	321
TIGR02586	cas_devS: CRISPR-associated protein Cas5/DevS, subtype MYXAN	183
TIGR02587	TIGR02587: putative integral membrane protein TIGR02587	271
TIGR02588	TIGR02588: TIGR02588 family protein	122
TIGR02589	cas_Csd2: CRISPR-associated protein Cas7/Csd2, subtype I-C/DVULG	284
TIGR02590	cas_Csh2: CRISPR-associated protein Cas7/Csh2, subtype I-B/HMARI	286
TIGR02591	cas_Csh1: CRISPR-associated protein Cas8b/Csh1, subtype I-B/HMARI	395
TIGR02592	cas_Cas5h: CRISPR-associated protein Cas5, subtype I-B/HMARI	241
TIGR02593	CRISPR_cas5: CRISPR-associated protein Cas5	43
TIGR02594	TIGR02594: TIGR02594 family protein	132
TIGR02595	PEP_exosort: PEP-CTERM protein-sorting domain	24
TIGR02596	TIGR02596: Verru_Chthon cassette protein D	196
TIGR02597	TIGR02597: TIGR02597 family protein	363
TIGR02598	TIGR02598: Verru_Chthon cassette protein B	151
TIGR02599	TIGR02599: Verru_Chthon cassette protein C	361
TIGR02600	Verru_Chthon_A: Verru_Chthon cassette protein A	1296
TIGR02601	autotrns_rpt: autotransporter-associated beta strand repeat	32
TIGR02602	8TM_EpsH: exosortase	241
TIGR02603	CxxCH_TIGR02603: putative heme-binding domain	134
TIGR02604	Piru_Ver_Nterm: putative membrane-bound dehydrogenase domain	367
TIGR02605	CxxC_CxxC_SSSS: putative regulatory protein, FmdB family	52
TIGR02606	antidote_CC2985: putative addiction module antidote protein, CC2985 family	70
TIGR02607	antidote_HigA: addiction module antidote protein, HigA family	81
TIGR02608	delta_60_rpt: delta-60 repeat domain	55
TIGR02609	doc_partner: putative addiction module antidote	74
TIGR02610	PHA_gran_rgn: putative polyhydroxyalkanoic acid system protein	91
TIGR02611	TIGR02611: TIGR02611 family protein	121
TIGR02612	mob_myst_A: mobile mystery protein A	150
TIGR02613	mob_myst_B: mobile mystery protein B	186
TIGR02614	ftsW: cell division protein FtsW	357
TIGR02615	spoVE: stage V sporulation protein E	354
TIGR02616	tnaC_leader: tryptophanase leader peptide	22
TIGR02617	tnaA_trp_ase: tryptophanase	467
TIGR02618	tyr_phenol_ly: tyrosine phenol-lyase	450
TIGR02619	TIGR02619: putative CRISPR-associated protein, APE2256 family	149
TIGR02620	cas_VVA1548: putative CRISPR-associated protein, VVA1548 family	93
TIGR02621	cas3_GSU0051: CRISPR-associated helicase Cas3, subtype Dpsyc	864
TIGR02622	CDP_4_6_dhtase: CDP-glucose 4,6-dehydratase	352
TIGR02623	G1P_cyt_trans: glucose-1-phosphate cytidylyltransferase	255
TIGR02624	rhamnu_1P_ald: rhamnulose-1-phosphate aldolase	270
TIGR02625	YiiL_rotase: L-rhamnose 1-epimerase	102
TIGR02627	rhamnulo_kin: rhamnulokinase	454
TIGR02628	fuculo_kin_coli: L-fuculokinase	465
TIGR02629	L_rham_iso_rhiz: L-rhamnose catabolism isomerase	412
TIGR02630	xylose_isom_A: xylose isomerase	435
TIGR02631	xylA_Arthro: xylose isomerase	382
TIGR02632	RhaD_aldol-ADH: rhamnulose-1-phosphate aldolase/alcohol dehydrogenase	676
TIGR02633	xylG: D-xylose ABC transporter, ATP-binding protein	500
TIGR02634	xylF: D-xylose ABC transporter, D-xylose-binding protein	302
TIGR02635	RhaI_grampos: L-rhamnose isomerase	378
TIGR02636	galM_Leloir: galactose mutarotase	336
TIGR02637	RhaS: rhamnose ABC transporter, rhamnose-binding protein	302
TIGR02638	lactal_redase: lactaldehyde reductase	379
TIGR02639	ClpA: ATP-dependent Clp protease ATP-binding subunit ClpA	734
TIGR02640	gas_vesic_GvpN: gas vesicle protein GvpN	262
TIGR02641	gvpC_cyan_rpt: gas vesicle protein GvpC repeat	33
TIGR02642	phage_xxxx: uncharacterized phage protein	267
TIGR02643	T_phosphoryl: thymidine phosphorylase	437
TIGR02644	Y_phosphoryl: pyrimidine-nucleoside phosphorylase	417
TIGR02645	ARCH_P_rylase: putative thymidine phosphorylase	493
TIGR02646	TIGR02646: TIGR02646 family protein	144
TIGR02647	DNA: TIGR02647 family protein	77
TIGR02648	rep_term_tus: DNA replication terminus site-binding protein	300
TIGR02649	true_RNase_BN: ribonuclease BN	304
TIGR02650	RNase_Z_T_toga: ribonuclease Z, Thermotoga type	277
TIGR02651	RNase_Z: ribonuclease Z	302
TIGR02652	TIGR02652: TIGR02652 family protein	162
TIGR02653	Lon_rel_chp: conserved hypothetical protein	675
TIGR02654	circ_KaiB: circadian clock protein KaiB	87
TIGR02655	circ_KaiC: circadian clock protein KaiC	484
TIGR02656	cyanin_plasto: plastocyanin	99
TIGR02657	amicyanin: amicyanin	83
TIGR02658	TTQ_MADH_Hv: methylamine dehydrogenase (amicyanin) heavy chain	358
TIGR02659	TTQ_MADH_Lt: methylamine dehydrogenase (amicyanin) light chain	186
TIGR02660	nifV_homocitr: homocitrate synthase	365
TIGR02661	MauD: methylamine dehydrogenase accessory protein MauD	189
TIGR02662	dinitro_DRAG: ADP-ribosyl-[dinitrogen reductase] hydrolase	287
TIGR02663	nifX: nitrogen fixation protein NifX	119
TIGR02664	nitr_red_assoc: conserved hypothetical protein	145
TIGR02665	molyb_mobA: molybdopterin-guanine dinucleotide biosynthesis protein A	186
TIGR02666	moaA: molybdenum cofactor biosynthesis protein A	336
TIGR02667	moaB_proteo: molybdenum cofactor biosynthesis protein B	163
TIGR02668	moaA_archaeal: probable molybdenum cofactor biosynthesis protein A	303
TIGR02669	SpoIID_LytB: SpoIID/LytB domain	270
TIGR02670	cas_csx8: CRISPR-associated protein Cas8a1/Csx8, subtype I	441
TIGR02671	cas_csx9: CRISPR-associated protein Cas8a2/Csx9, subtype I-A/APERN	377
TIGR02672	cas_csm6: CRISPR type III-A/MTUBE-associated protein Csm6	362
TIGR02673	FtsE: cell division ATP-binding protein FtsE	214
TIGR02674	cas_cyan_RAMP_2: CRISPR-associated RAMP protein, Csx10 family	402
TIGR02675	tape_meas_nterm: tape measure domain	75
TIGR02677	TIGR02677: TIGR02677 family protein	494
TIGR02678	TIGR02678: TIGR02678 family protein	376
TIGR02679	TIGR02679: TIGR02679 family protein	382
TIGR02680	TIGR02680: TIGR02680 family protein	1356
TIGR02681	phage_pRha: phage regulatory protein, Rha family	108
TIGR02682	cas_csx11: CRISPR-associated protein, Csx11 family	1007
TIGR02683	upstrm_HI1419: putative addiction module killer protein	95
TIGR02684	dnstrm_HI1420: probable addiction module antidote protein	89
TIGR02685	pter_reduc_Leis: pteridine reductase	267
TIGR02686	relax_trwC: conjugative relaxase domain	286
TIGR02687	TIGR02687: TIGR02687 family protein	844
TIGR02688	TIGR02688: TIGR02688 family protein	449
TIGR02689	ars_reduc_gluta: arsenate reductase, glutathione/glutaredoxin type	126
TIGR02690	resist_ArsH: arsenical resistance protein ArsH	219
TIGR02691	arsC_pI258_fam: arsenate reductase (thioredoxin)	129
TIGR02692	tRNA_CCA_actino: CCA tRNA nucleotidyltransferase	466
TIGR02693	arsenite_ox_L: arsenite oxidase, large subunit	806
TIGR02694	arsenite_ox_S: arsenite oxidase, small subunit	129
TIGR02695	azurin: azurin	125
TIGR02696	pppGpp_PNP: guanosine pentaphosphate synthetase I/polyribonucleotide nucleotidyltransferase	720
TIGR02697	WPE_wolbac: Wolbachia palindromic element domain	36
TIGR02698	CopY_TcrY: copper transport repressor, CopY/TcrY family	130
TIGR02699	archaeo_AfpA: archaeoflavoprotein AfpA	174
TIGR02700	flavo_MJ0208: archaeoflavoprotein, MJ0208 family	234
TIGR02701	shell_carb_anhy: carboxysome shell carbonic anhydrase	450
TIGR02702	SufR_cyano: iron-sulfur cluster biosynthesis transcriptional regulator SufR	208
TIGR02703	carboxysome_A: carboxysome peptide A	80
TIGR02704	carboxysome_B: carboxysome peptide B	80
TIGR02705	nudix_YtkD: nucleoside triphosphatase YtkD	156
TIGR02706	P_butyryltrans: phosphate butyryltransferase	294
TIGR02707	butyr_kinase: butyrate kinase	351
TIGR02708	L_lactate_ox: L-lactate oxidase	367
TIGR02709	branched_ptb: branched-chain phosphotransacylase	271
TIGR02710	TIGR02710: CRISPR-associated protein, TIGR02710 family	384
TIGR02711	symport_actP: cation/acetate symporter ActP	549
TIGR02712	urea_carbox: urea carboxylase	1201
TIGR02713	allophanate_hyd: allophanate hydrolase	563
TIGR02714	amido_AtzD_TrzD: ring-opening amidohydrolases	366
TIGR02715	amido_AtzE: amidohydrolase, AtzE family	452
TIGR02716	C20_methyl_CrtF: C-20 methyltransferase BchU	306
TIGR02717	AcCoA-syn-alpha: acetyl coenzyme A synthetase (ADP forming), alpha domain	447
TIGR02718	sider_RhtX_FptX: siderophore transporter, RhtX/FptX family	390
TIGR02719	repress_PhaQ: poly-beta-hydroxybutyrate-responsive repressor	138
TIGR02720	pyruv_oxi_spxB: pyruvate oxidase	575
TIGR02721	ycfN_thiK: thiamine kinase	256
TIGR02722	lp_: uncharacterized lipoprotein	189
TIGR02723	phenyl_P_alpha: phenylphosphate carboxylase, alpha subunit	485
TIGR02724	phenyl_P_beta: phenylphosphate carboxylase, beta subunit	472
TIGR02725	phenyl_P_gamma: phenylphosphate carboxylase, gamma subunit	84
TIGR02726	phenyl_P_delta: phenylphosphate carboxylase, delta subunit	169
TIGR02727	MTHFS_bact: 5-formyltetrahydrofolate cyclo-ligase	182
TIGR02728	spore_gerQ: spore coat protein GerQ	82
TIGR02729	Obg_CgtA: Obg family GTPase CgtA	329
TIGR02730	carot_isom: carotene isomerase	493
TIGR02731	phytoene_desat: phytoene desaturase	453
TIGR02732	zeta_caro_desat: 9,9'-di-cis-zeta-carotene desaturase	474
TIGR02733	desat_CrtD: C-3',4' desaturase CrtD	492
TIGR02734	crtI_fam: phytoene desaturase	504
TIGR02735	purC_vibrio: phosphoribosylaminoimidazole-succinocarboxamide synthase	365
TIGR02736	cbb3_Q_epsi: cytochrome c oxidase, cbb3-type, CcoQ subunit	56
TIGR02737	caa3_CtaG: cytochrome c oxidase assembly factor CtaG	281
TIGR02738	TrbB: type-F conjugative transfer system pilin assembly thiol-disulfide isomerase TrbB	153
TIGR02739	TraF: type-F conjugative transfer system pilin assembly protein TraF	256
TIGR02740	TraF-like: TraF-like protein	276
TIGR02741	TraQ: type-F conjugative transfer system pilin chaperone TraQ	93
TIGR02742	TrbC_Ftype: type-F conjugative transfer system pilin assembly protein TrbC	130
TIGR02743	TraW: type-F conjugative transfer system protein TraW	202
TIGR02744	TrbI_Ftype: type-F conjugative transfer system protein TrbI	112
TIGR02745	ccoG_rdxA_fixG: cytochrome c oxidase accessory protein CcoG	435
TIGR02746	TraC-F-type: type-IV secretion system protein TraC	800
TIGR02747	TraV: type IV conjugative transfer system protein TraV	145
TIGR02748	GerC3_HepT: heptaprenyl diphosphate synthase component II	319
TIGR02749	prenyl_cyano: solanesyl diphosphate synthase	322
TIGR02750	TraN_Ftype: type-F conjugative transfer system mating-pair stabilization protein TraN	572
TIGR02751	PEPCase_arch: phosphoenolpyruvate carboxylase	506
TIGR02752	MenG_heptapren: demethylmenaquinone methyltransferase	231
TIGR02753	sodN: superoxide dismutase, Ni	145
TIGR02754	sod_Ni_protease: nickel-type superoxide dismutase maturation protease	90
TIGR02755	TraX_Ftype: type-F conjugative transfer system pilin acetylase TraX	224
TIGR02756	TraK_Ftype: type-F conjugative transfer system secretin TraK	232
TIGR02757	TIGR02757: TIGR02757 family protein	229
TIGR02758	TraA_TIGR: type IV conjugative transfer system pilin TraA	98
TIGR02759	TraD_Ftype: type IV conjugative transfer system coupling protein TraD	566
TIGR02760	TraI_TIGR: conjugative transfer relaxase protein TraI	1960
TIGR02761	TraE_TIGR: type IV conjugative transfer system protein TraE	181
TIGR02762	TraL_TIGR: type IV conjugative transfer system protein TraL	95
TIGR02763	chlamy_scaf: scaffolding protein	114
TIGR02764	spore_ybaN_pdaB: polysaccharide deacetylase family sporulation protein PdaB	191
TIGR02765	crypto_DASH: cryptochrome, DASH family	431
TIGR02766	crypt_chrom_pln: cryptochrome, plant family	480
TIGR02767	TraG-Ti: Ti-type conjugative transfer system protein TraG	623
TIGR02768	TraA_Ti: Ti-type conjugative transfer relaxase TraA	751
TIGR02769	nickel_nikE: nickel import ATP-binding protein NikE	265
TIGR02770	nickel_nikD: nickel import ATP-binding protein NikD	230
TIGR02771	TraF_Ti: conjugative transfer signal peptidase TraF	171
TIGR02772	Ku_bact: Ku protein	259
TIGR02773	addB_Gpos: helicase-exonuclease AddAB, AddB subunit	1159
TIGR02774	rexB_recomb: ATP-dependent nuclease subunit B	1076
TIGR02775	TrbG_Ti: P-type conjugative transfer protein TrbG	206
TIGR02776	NHEJ_ligase_prk: DNA ligase D	587
TIGR02777	LigD_PE_dom: DNA ligase D, 3'-phosphoesterase domain	156
TIGR02778	ligD_pol: DNA polymerase LigD, polymerase domain	245
TIGR02779	NHEJ_ligase_lig: DNA polymerase LigD, ligase domain	302
TIGR02780	TrbJ_Ti: P-type conjugative transfer protein TrbJ	253
TIGR02781	VirB9: P-type conjugative transfer protein VirB9	248
TIGR02782	TrbB_P: P-type conjugative transfer ATPase TrbB	303
TIGR02783	TrbL_P: P-type conjugative transfer protein TrbL	298
TIGR02784	addA_alphas: double-strand break repair helicase AddA	1138
TIGR02785	addA_Gpos: helicase-exonuclease AddAB, AddA subunit	1234
TIGR02786	addB_alphas: double-strand break repair protein AddB	1024
TIGR02787	codY_Gpos: GTP-sensing transcriptional pleiotropic repressor CodY	251
TIGR02788	VirB11: P-type DNA transfer ATPase VirB11	308
TIGR02789	nickel_nikB: nickel ABC transporter, permease subunit NikB	314
TIGR02790	nickel_nikC: nickel ABC transporter, permease subunit NikC	258
TIGR02791	VirB5: P-type DNA transfer protein VirB5	220
TIGR02792	PCA_ligA: protocatechuate 4,5-dioxygenase, alpha subunit	117
TIGR02793	nikR: nickel-responsive transcriptional regulator NikR	129
TIGR02794	tolA_full: protein TolA	362
TIGR02795	tol_pal_ybgF: tol-pal system protein YbgF	119
TIGR02796	tolQ: protein TolQ	216
TIGR02797	exbB: tonB-system energizer ExbB	211
TIGR02798	ligK_PcmE: 4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase	222
TIGR02799	thio_ybgC: tol-pal system-associated acyl-CoA thioesterase	126
TIGR02800	propeller_TolB: Tol-Pal system beta propeller repeat protein TolB	418
TIGR02801	tolR: protein TolR	129
TIGR02802	Pal_lipo: peptidoglycan-associated lipoprotein	104
TIGR02803	ExbD_1: TonB system transport protein ExbD	122
TIGR02804	ExbD_2: TonB system transport protein ExbD	121
TIGR02805	exbB2: tonB-system energizer ExbB	138
TIGR02806	clostrip: clostripain	472
TIGR02807	cas6_var: CRISPR-associated protein Cas6, subtype MYXAN	197
TIGR02808	short_TIGR02808: TIGR02808 family protein	42
TIGR02809	phasin_3: phasin family protein	110
TIGR02810	agaZ_gatZ: D-tagatose-bisphosphate aldolase, class II, non-catalytic subunit	420
TIGR02811	formate_TAT: formate dehydrogenase region TAT target	66
TIGR02812	fadR_gamma: fatty acid metabolism transcriptional regulator FadR	235
TIGR02813	omega_3_PfaA: polyketide-type polyunsaturated fatty acid synthase PfaA	2582
TIGR02814	pfaD_fam: PfaD family protein	444
TIGR02815	agaS_fam: putative sugar isomerase, AgaS family	372
TIGR02816	pfaB_fam: PfaB family protein	534
TIGR02817	adh_fam_1: zinc-binding alcohol dehydrogenase family protein	336
TIGR02818	adh_III_F_hyde: S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase	368
TIGR02819	fdhA_non_GSH: formaldehyde dehydrogenase, glutathione-independent	397
TIGR02820	formald_GSH: S-(hydroxymethyl)glutathione synthase	182
TIGR02821	fghA_ester_D: S-formylglutathione hydrolase	275
TIGR02822	adh_fam_2: zinc-binding alcohol dehydrogenase family protein	329
TIGR02823	oxido_YhdH: putative quinone oxidoreductase, YhdH/YhfP family	324
TIGR02824	quinone_pig3: putative NAD(P)H quinone oxidoreductase, PIG3 family	325
TIGR02825	B4_12hDH: leukotriene B4 12-hydroxydehydrogenase/15-oxo-prostaglandin 13-reductase	327
TIGR02826	RNR_activ_nrdG3: anaerobic ribonucleoside-triphosphate reductase activating protein	148
TIGR02827	RNR_anaer_Bdell: anaerobic ribonucleoside-triphosphate reductase	596
TIGR02828	TIGR02828: putative membrane fusion protein	188
TIGR02829	spore_III_AE: stage III sporulation protein AE	381
TIGR02830	spore_III_AG: stage III sporulation protein AG	186
TIGR02831	spo_II_M: stage II sporulation protein M	200
TIGR02832	spo_yunB: sporulation protein YunB	204
TIGR02833	spore_III_AB: stage III sporulation protein AB	170
TIGR02834	spo_ytxC: putative sporulation protein YtxC	276
TIGR02835	spore_sigmaE: RNA polymerase sigma-E factor	234
TIGR02836	spore_IV_A: stage IV sporulation protein A	492
TIGR02837	spore_II_R: stage II sporulation protein R	168
TIGR02838	spore_V_AC: stage V sporulation protein AC	141
TIGR02839	spore_V_AE: stage V sporulation protein AE	114
TIGR02840	spore_YtaF: putative sporulation protein YtaF	206
TIGR02841	spore_YyaC: putative sporulation protein YyaC	140
TIGR02842	CyoC: cytochrome o ubiquinol oxidase, subunit III	180
TIGR02843	CyoB: cytochrome o ubiquinol oxidase, subunit I	646
TIGR02844	spore_III_D: sporulation transcriptional regulator SpoIIID	80
TIGR02845	spore_V_AD: stage V sporulation protein AD	327
TIGR02846	spore_sigmaK: RNA polymerase sigma-K factor	227
TIGR02847	CyoD: cytochrome o ubiquinol oxidase subunit IV	96
TIGR02848	spore_III_AC: stage III sporulation protein AC	64
TIGR02849	spore_III_AD: stage III sporulation protein AD	101
TIGR02850	spore_sigG: RNA polymerase sigma-G factor	254
TIGR02851	spore_V_T: stage V sporulation protein T	180
TIGR02852	spore_dpaB: dipicolinic acid synthetase, B subunit	187
TIGR02853	spore_dpaA: dipicolinic acid synthetase, A subunit	287
TIGR02854	spore_II_GA: sigma-E processing peptidase SpoIIGA	293
TIGR02855	spore_yabG: sporulation peptidase YabG	283
TIGR02856	spore_yqfC: sporulation protein YqfC	85
TIGR02857	CydD: thiol reductant ABC exporter, CydD subunit	529
TIGR02858	spore_III_AA: stage III sporulation protein AA	272
TIGR02859	spore_sigH: RNA polymerase sigma-H factor	198
TIGR02860	spore_IV_B: stage IV sporulation protein B	402
TIGR02861	SASP_H: small acid-soluble spore protein, H-type	58
TIGR02862	spore_BofA: pro-sigmaK processing inhibitor BofA	83
TIGR02863	spore_sspJ: small, acid-soluble spore protein, SspJ family	47
TIGR02864	spore_sspO: small, acid-soluble spore protein O	50
TIGR02865	spore_II_E: stage II sporulation protein E	764
TIGR02866	CoxB: cytochrome c oxidase, subunit II	202
TIGR02867	spore_II_P: stage II sporulation protein P	196
TIGR02868	CydC: thiol reductant ABC exporter, CydC subunit	530
TIGR02869	spore_SleB: spore cortex-lytic enzyme	201
TIGR02870	spore_II_D: stage II sporulation protein D	338
TIGR02871	spore_ylbJ: sporulation integral membrane protein YlbJ	363
TIGR02872	spore_ytvI: sporulation integral membrane protein YtvI	341
TIGR02873	spore_ylxY: probable sporulation protein, polysaccharide deacetylase family	268
TIGR02874	spore_ytfJ: sporulation protein YtfJ	125
TIGR02875	spore_0_A: sporulation transcription factor Spo0A	262
TIGR02876	spore_yqfD: sporulation protein YqfD	382
TIGR02877	spore_yhbH: sporulation protein YhbH	371
TIGR02878	spore_ypjB: sporulation protein YpjB	233
TIGR02880	cbbX_cfxQ: CbbX protein	284
TIGR02881	spore_V_K: stage V sporulation protein K	261
TIGR02882	QoxB: cytochrome aa3 quinol oxidase, subunit I	643
TIGR02883	spore_cwlD: N-acetylmuramoyl-L-alanine amidase CwlD	189
TIGR02884	spore_pdaA: delta-lactam-biosynthetic de-N-acetylase	224
TIGR02885	spore_sigF: RNA polymerase sigma-F factor	231
TIGR02886	spore_II_AA: anti-sigma F factor antagonist	106
TIGR02887	spore_ger_x_C: germination protein, Ger(x)C family	371
TIGR02888	spore_YlmC_YmxH: sporulation protein, YlmC/YmxH family	76
TIGR02889	spore_YpeB: germination protein YpeB	435
TIGR02890	bacill_yteA: regulatory protein, yteA family	159
TIGR02891	CtaD_CoxA: cytochrome c oxidase, subunit I	504
TIGR02892	spore_yabP: sporulation protein YabP	85
TIGR02893	spore_yabQ: spore cortex biosynthesis protein YabQ	130
TIGR02894	DNA_bind_RsfA: transcription factor, RsfA family	161
TIGR02895	spore_sigI: RNA polymerase sigma-I factor	219
TIGR02896	spore_III_AF: stage III sporulation protein AF	106
TIGR02897	QoxC: cytochrome aa3 quinol oxidase, subunit III	190
TIGR02898	spore_YhcN_YlaJ: sporulation lipoprotein, YhcN/YlaJ family	158
TIGR02899	spore_safA: spore coat assembly protein SafA	44
TIGR02900	spore_V_B: stage V sporulation protein B	488
TIGR02901	QoxD: cytochrome aa3 quinol oxidase, subunit IV	94
TIGR02902	spore_lonB: ATP-dependent protease LonB	531
TIGR02903	spore_lon_C: ATP-dependent protease, Lon family	615
TIGR02904	spore_ysxE: spore coat protein YsxE	309
TIGR02905	spore_yutH: spore coat protein YutH	313
TIGR02906	spore_CotS: spore coat protein, CotS family	314
TIGR02907	spore_VI_D: stage VI sporulation protein D	344
TIGR02908	CoxD_Bacillus: cytochrome c oxidase, subunit IVB	110
TIGR02909	spore_YkwD: uncharacterized protein, YkwD family	127
TIGR02910	sulfite_red_A: sulfite reductase, subunit A	334
TIGR02911	sulfite_red_B: sulfite reductase, subunit B	261
TIGR02912	sulfite_red_C: sulfite reductase, subunit C	314
TIGR02913	HAF_rpt: probable extracellular repeat, HAF family	39
TIGR02914	EpsI_fam: EpsI family protein	174
TIGR02915	PEP_resp_reg: PEP-CTERM-box response regulator transcription factor	445
TIGR02916	PEP_his_kin: putative PEP-CTERM system histidine kinase	679
TIGR02917	PEP_TPR_lipo: putative PEP-CTERM system TPR-repeat lipoprotein	899
TIGR02918	TIGR02918: accessory Sec system glycosylation protein GtfA	500
TIGR02919	TIGR02919: accessory Sec system glycosyltransferase GtfB	438
TIGR02920	acc_sec_Y2: accessory Sec system translocase SecY2	395
TIGR02921	PEP_integral: PEP-CTERM family integral membrane protein	922
TIGR02922	TIGR02922: TIGR02922 family protein	67
TIGR02923	AhaC: ATP synthase A1, C subunit	348
TIGR02924	ICDH_alpha: isocitrate dehydrogenase	473
TIGR02925	cis_trans_EpsD: peptidyl-prolyl cis-trans isomerase, EpsD family	232
TIGR02926	AhaH: ATP synthase archaeal, H subunit	85
TIGR02927	SucB_Actino: 2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase	579
TIGR02928	TIGR02928: orc1/cdc6 family replication initiation protein	366
TIGR02929	anfG_nitrog: Fe-only nitrogenase, delta subunit	109
TIGR02930	vnfG_nitrog: V-containing nitrogenase, delta subunit	109
TIGR02931	anfK_nitrog: Fe-only nitrogenase, beta subunit	461
TIGR02932	vnfK_nitrog: V-containing nitrogenase, beta subunit	457
TIGR02933	nifM_nitrog: nitrogen fixation protein NifM	256
TIGR02934	nifT_nitrog: probable nitrogen fixation protein FixT	68
TIGR02935	TIGR02935: probable nitrogen fixation protein	140
TIGR02936	fdxN_nitrog: ferredoxin III, nif-specific	91
TIGR02937	sigma70-ECF: RNA polymerase sigma factor, sigma-70 family	165
TIGR02938	nifL_nitrog: nitrogen fixation negative regulator NifL	494
TIGR02939	RpoE_Sigma70: RNA polymerase sigma factor RpoE	190
TIGR02940	anfO_nitrog: Fe-only nitrogenase accessory protein AnfO	214
TIGR02941	Sigma_B: RNA polymerase sigma-B factor	255
TIGR02943	Sig70_famx1: RNA polymerase sigma-70 factor, TIGR02943 family	188
TIGR02944	suf_reg_Xantho: FeS assembly SUF system regulator	130
TIGR02945	SUF_assoc: FeS assembly SUF system protein	99
TIGR02946	acyl_WS_DGAT: acyltransferase, WS/DGAT/MGAT	453
TIGR02947	SigH_actino: RNA polymerase sigma-70 factor, TIGR02947 family	193
TIGR02948	SigW_bacill: RNA polymerase sigma-W factor	187
TIGR02949	anti_SigH_actin: anti-sigma factor, TIGR02949 family	84
TIGR02950	SigM_subfam: RNA polymerase sigma factor, SigM family	159
TIGR02951	DMSO_dmsB: dimethylsulfoxide reductase, chain B	161
TIGR02952	Sig70_famx2: RNA polymerase sigma-70 factor, TIGR02952 family	170
TIGR02953	penta_MxKDx: pentapeptide MXKDX repeat protein	78
TIGR02954	Sig70_famx3: RNA polymerase sigma-70 factor, TIGR02954 family	170
TIGR02955	TMAO_TorT: TMAO reductase system periplasmic protein TorT	295
TIGR02956	TMAO_torS: TMAO reductase sytem sensor TorS	967
TIGR02957	SigX4: RNA polymerase sigma-70 factor, TIGR02957 family	281
TIGR02959	SigZ: RNA polymerase sigma factor, SigZ family	170
TIGR02960	SigX5: RNA polymerase sigma-70 factor, TIGR02960 family	322
TIGR02961	allantoicase: allantoicase	324
TIGR02962	hdxy_isourate: hydroxyisourate hydrolase	113
TIGR02963	xanthine_xdhA: xanthine dehydrogenase, small subunit	468
TIGR02964	xanthine_xdhC: xanthine dehydrogenase accessory protein XdhC	246
TIGR02965	xanthine_xdhB: xanthine dehydrogenase, molybdopterin binding subunit	758
TIGR02966	phoR_proteo: phosphate regulon sensor kinase PhoR	333
TIGR02967	guan_deamin: guanine deaminase	401
TIGR02968	succ_dehyd_anc: succinate dehydrogenase, hydrophobic membrane anchor protein	105
