ensembl_gene_id	description	hgnc_symbol	hgnc_id	uniprotswissprot	chromosome_name	start_position	end_position	strand
ENSG00000217539	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217555	"chemokine-like factor [Source:HGNC Symbol;Acc:13253]"	CKLF	13253		16	66586466	66600154	1
ENSG00000217557	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217566	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217576	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217585	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217612	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217624	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217631	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217643	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217644	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217646	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217648	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217653	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217680	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217684	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217686	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217702	NA	NA	NA	NA	2	74361599	74362521	1
ENSG00000217707	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217716	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217718	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217733	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217746	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217767	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217769	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217770	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217776	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217783	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217786	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217791	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217801	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217805	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217809	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217811	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217824	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217825	"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B5MCS7]"	NA	NA	NA	7	154988273	154990165	-1
ENSG00000217835	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217862	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217874	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217878	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217889	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217896	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217897	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217929	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000217930	"presequence translocase-associated motor 16 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29679]"	PAM16	29679		16	4381550	4405608	-1
ENSG00000217950	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218014	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218016	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218018	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218020	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218027	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218029	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218048	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218049	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218052	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218069	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218073	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218089	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218107	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218109	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218125	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218143	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218153	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218173	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218175	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218180	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218186	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218187	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218189	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218194	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218198	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218208	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218213	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218226	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218227	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218233	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218261	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218265	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218274	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218281	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218283	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218300	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218305	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218313	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218336	"teneurin transmembrane protein 3 [Source:HGNC Symbol;Acc:29944]"	TENM3	29944		4	183065140	183724177	1
ENSG00000218337	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218347	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218350	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218351	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218357	"Novel protein; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B1AJR3]"	NA	NA	NA	22	47857048	47882860	-1
ENSG00000218358	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218359	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218363	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218410	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218416	"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B5MC12]"	NA	NA	NA	2	241388732	241396131	-1
ENSG00000218418	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218424	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218426	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218428	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218454	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218459	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218472	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218475	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218476	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218483	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218490	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218499	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218502	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218510	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218512	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218520	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218521	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218536	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218537	"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B5MCZ7]"	NA	NA	NA	22	24236613	24241117	-1
ENSG00000218549	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218561	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218565	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218574	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218577	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218582	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218586	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218596	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218617	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218631	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218632	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218643	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218672	"HCG2000720; Hypothetical gene supported by AK054822; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:A4D251]"	NA	NA	NA	7	155174771	155189051	1
ENSG00000218676	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218682	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218689	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218690	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218698	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218713	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218716	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218725	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218728	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218730	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218732	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218739	"CEBPZ antisense RNA 1 [Source:HGNC Symbol;Acc:49288]"	CEBPZ-AS1	49288	NA	2	37423631	37443336	1
ENSG00000218748	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218749	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218754	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218757	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218766	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218772	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218776	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218792	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218793	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218803	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218806	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218809	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218813	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218819	"tudor domain containing 15 [Source:HGNC Symbol;Acc:45037]"	TDRD15	45037	B5MCY1	2	21346789	21366144	1
ENSG00000218823	"poly(A) polymerase beta (testis specific) [Source:HGNC Symbol;Acc:15970]"	PAPOLB	15970	Q9NRJ5	7	4897364	4901625	-1
ENSG00000218834	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218839	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218857	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218868	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218870	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218872	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218890	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218891	"zinc finger protein 579 [Source:HGNC Symbol;Acc:26646]"	ZNF579	26646	Q8NAF0	19	56088899	56092211	-1
ENSG00000218893	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218896	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218902	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218965	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218976	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218980	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218986	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218991	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000218996	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219023	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219027	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219039	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219061	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219073	"chymotrypsin-like elastase family, member 3B [Source:HGNC Symbol;Acc:15945]"	CELA3B	15945	P08861	1	22303514	22325135	1
ENSG00000219074	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219085	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219087	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219088	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219095	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219102	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219133	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219135	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219139	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219146	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219149	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219150	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219159	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219163	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219186	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219188	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219190	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219200	"ribonuclease, RNase K [Source:HGNC Symbol;Acc:33911]"	RNASEK	33911	Q6P5S7	17	6915736	6917851	1
ENSG00000219201	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219222	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219240	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219249	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219253	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219257	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219262	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219273	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219274	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219280	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219284	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219294	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219297	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219298	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219302	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219314	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219329	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219355	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219361	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219368	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219375	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219384	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219387	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219391	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219392	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219395	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219404	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219409	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219410	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219430	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219433	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219435	"testis expressed 40 [Source:HGNC Symbol;Acc:19231]"	TEX40	19231		11	64067863	64072242	1
ENSG00000219438	"family with sequence similarity 19 (chemokine (C-C motif)-like), member A5 [Source:HGNC Symbol;Acc:21592]"	FAM19A5	21592	Q7Z5A7	22	48885272	49246724	1
ENSG00000219445	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219451	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219453	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219463	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219470	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219481	"neuroblastoma breakpoint family, member 1 [Source:HGNC Symbol;Acc:26088]"	NBPF1	26088	NA	1	16888814	16940057	-1
ENSG00000219487	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219491	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219492	"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D6REW3]"	NA	NA	NA	4	9385743	9390709	-1
ENSG00000219500	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219507	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219529	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219532	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219545	"RPA3 antisense RNA 1 [Source:HGNC Symbol;Acc:48955]"	RPA3-AS1	48955	NA	7	7680342	8043689	1
ENSG00000219547	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219549	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219553	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219559	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219565	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219575	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219582	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219592	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219604	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219607	"protein phosphatase 1, regulatory subunit 3G [Source:HGNC Symbol;Acc:14945]"	PPP1R3G	14945	B7ZBB8	6	5085720	5087455	1
ENSG00000219608	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219619	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219622	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219626	"family with sequence similarity 228, member B [Source:HGNC Symbol;Acc:24736]"	FAM228B	24736	NA	2	24299396	24392509	1
ENSG00000219627	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219642	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219653	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219665	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219666	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219669	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219681	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219682	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219693	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219699	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219700	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219702	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219703	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219712	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219722	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219736	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219738	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219747	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219755	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219757	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219758	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219770	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219773	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219776	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219784	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219790	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219797	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219806	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219807	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219814	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219863	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219867	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219870	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219881	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219891	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219902	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219926	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219928	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219930	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219932	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219940	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219941	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219951	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219986	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219992	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000219993	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220008	"leucine rich repeat and Ig domain containing 3 [Source:HGNC Symbol;Acc:21206]"	LINGO3	21206	P0C6S8	19	2289774	2308156	-1
ENSG00000220030	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220069	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220076	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220091	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220105	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220110	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220113	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220125	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220130	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220131	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220132	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220139	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220154	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220157	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220161	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220181	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220184	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220201	"zinc finger, GATA-like protein 1 [Source:HGNC Symbol;Acc:37245]"	ZGLP1	37245	P0C6A0	19	10415479	10420556	-1
ENSG00000220204	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220205	"vesicle-associated membrane protein 2 (synaptobrevin 2) [Source:HGNC Symbol;Acc:12643]"	VAMP2	12643	P63027	17	8062467	8066864	-1
ENSG00000220212	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220237	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220240	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220248	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220256	"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B5MD18]"	NA	NA	NA	2	240684554	240724577	1
ENSG00000220267	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220291	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220305	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220311	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220323	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220326	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220340	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220343	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220347	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220349	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220370	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220377	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220378	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220392	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220412	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220418	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220446	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220447	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220472	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220483	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220494	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220505	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220506	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220514	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220515	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220517	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220522	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220537	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220540	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220541	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220548	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220553	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220556	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220557	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220563	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220575	"HTR5A antisense RNA 1 [Source:HGNC Symbol;Acc:48956]"	HTR5A-AS1	48956	NA	7	154858777	154863267	-1
ENSG00000220581	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220583	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220585	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220586	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220598	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220600	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220614	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220635	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220643	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220660	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220666	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220685	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220694	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220695	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220702	"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B1AHE6]"	NA	NA	NA	22	44761431	44762164	1
ENSG00000220721	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220725	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220730	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220733	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220734	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220739	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220744	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220745	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220748	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000220749	NA	NA	NA	NA	NA	NA	NA	NA
